epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,10546.5,1.31057,0.78651,1.38485,0.88717,0.84928,0.93551,0.63244,1.15873,0.68693,1.3207,0.0001784,0.0001784,0.0001784
186,10602.9,1.31265,0.79626,1.38617,0.88925,0.85391,0.9364,0.6339,1.1567,0.67494,1.3211,0.0001685,0.0001685,0.0001685
187,10659.9,1.34805,0.80919,1.40539,0.89098,0.85249,0.9366,0.63152,1.15727,0.66749,1.32387,0.0001586,0.0001586,0.0001586
188,10716.5,1.26886,0.78484,1.3643,0.88251,0.8605,0.93801,0.63483,1.14953,0.66136,1.31563,0.0001487,0.0001487,0.0001487
189,10772.6,1.32838,0.81731,1.40674,0.87876,0.86701,0.94014,0.63832,1.14684,0.66005,1.31146,0.0001388,0.0001388,0.0001388
190,10830.1,1.3012,0.77335,1.38512,0.88844,0.85355,0.93878,0.63762,1.14571,0.66453,1.3148,0.0001289,0.0001289,0.0001289
191,10884.7,1.2668,0.80703,1.38991,0.88745,0.85388,0.93676,0.63481,1.15034,0.66526,1.3166,0.000119,0.000119,0.000119
192,10938.9,1.27066,0.78054,1.39576,0.88442,0.84779,0.93468,0.63266,1.16513,0.67374,1.31694,0.0001091,0.0001091,0.0001091
193,10993.5,1.2584,0.75896,1.38877,0.8839,0.85178,0.93619,0.63404,1.1665,0.67044,1.31618,9.92e-05,9.92e-05,9.92e-05
194,11048.1,1.25254,0.75032,1.36702,0.87231,0.86271,0.93697,0.63303,1.16316,0.67424,1.31959,8.93e-05,8.93e-05,8.93e-05
195,11103,1.2417,0.74748,1.35909,0.88434,0.85545,0.93717,0.62874,1.16359,0.69082,1.32262,7.94e-05,7.94e-05,7.94e-05
196,11158.2,1.24673,0.7321,1.36269,0.88338,0.85359,0.93764,0.62971,1.15839,0.68298,1.31472,6.95e-05,6.95e-05,6.95e-05
197,11212.5,1.23314,0.71896,1.35625,0.88047,0.85608,0.93815,0.63072,1.15834,0.67654,1.31167,5.96e-05,5.96e-05,5.96e-05
198,11268.1,1.24889,0.73134,1.36215,0.88873,0.85276,0.93926,0.63373,1.15172,0.67446,1.31079,4.97e-05,4.97e-05,4.97e-05
199,11323.2,1.23145,0.73721,1.37543,0.89669,0.84558,0.93902,0.63408,1.14945,0.67397,1.31222,3.98e-05,3.98e-05,3.98e-05
200,11377.9,1.23119,0.72607,1.3619,0.88988,0.84751,0.93877,0.63601,1.14476,0.66877,1.30956,2.99e-05,2.99e-05,2.99e-05
